Location, Link, Title, Description, isPortal
Illinois, http://hackforchange.org/resource/state-illinois-data-portal, State of Illinois Data Portal | National Day of Civic Hacking, Link to a file API or website: State of Illinois Data Portal. Sponsorship. There are many ways in which you or your organization can support National Day of Civic��..., yes 
Illinois, https://data.cityofchicago.org/, Data Portal: City of Chicago, Current police beat boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However to view or use the files outside of��..., yes 
Illinois, http://www.ilcto.org/News/illlinoisdataportal, Illlinois Data Portal - Illinois Chief Technology Officers, Sep 14 2012 ... Illinois Data Portal (IDP) collection tools will assist districts in gaining a comprehensive picture for long�ېterm planning district. improvement��..., yes 
Illinois, http://ceedchicago.csw.uic.edu/index.php?option=com_content&view=article&id=223:illinois-data-portal&catid=76&Itemid=114, Illinois Data Portal, Organization: Illinois Data Portal. Home page: https://data.illinois.gov/. Description: Illinois Data Portal brings interactive information from the State's various��..., yes 
Illinois, http://datacatalogs.org/dataset/state_of_illinois@2011-07-05T09%3A16%3A24.015081, State of Illinois Data Portal - Data Catalogs - datacatalogs.org, Homepage http://data.illinois.gov/. Description. Open Data Portal for the State of Illinois. Publisher State of Illinois. Metadata License . Spatial Coverage��..., yes 
Illinois, http://www.arcgis.com/home/item.html?id=525624aee3cb473ab119f7fcbf100649, ArcGIS.com | Web Map - Illinois Data Portal Map Demo, title: Illinois Data Portal Map Demo. description: null. type: Web Map. tags: Illinois Data Portal Ethnicity Tax. thumbnail: Illinois Data Portal Map Demo., yes 
Indiana, http://gis.iu.edu/, Indiana Spatial Data Portal (ISDP) - Indiana UniversitySingle File Download InferfaceView DataDownload DataSupport & InfoISPD Multi-file Download ToolIndiana Spatial Data Portal ..., Welcome to gis.iu.edu. The Indiana Spatial Data Portal (ISDP) provides access to more than 30 terabytes of Indiana geospatial data. Most datasets are available��...Indiana Spatial Data Portal. Select a USGS quadrangle name from the list or��...View Data �� Online Viewer; Online Map Services �� GIS Connection �� Download��...Home �� Download Data ��. Download Data. Single File �� ISPD Multifile Tool��...... GIS Resources at IU �� GIS at IU �� GIS Day �� Home �� Support & Info ����...ISDP Multifile Download Tool 2.1. checkbox arrow �� Download Tool (665KB��...Indiana Spatial Data Portal Viewer. Zoom In. Zoom Out. Full Extent. Prev Extent., yes 
Indiana, http://www.indianamap.org/, IndianaMAP, Welcome to IndianaMap. IndianaMAP is the largest publicly available collection of Indiana geographic information system (GIS) map data. It is made possible by��..., yes 
Indiana, http://www.indianamap.org/resources.php, Data and Resources - IndianaMAP, DATA ��� Download GIS data for Indiana ... (HTMLTXTXML) �� IndianaMap Open Topography (Indiana LiDAR data ) �� Indiana Spatial Data Portal �� IndianaView��..., yes 
Indiana, https://data.southbendin.gov/, Open Data Portal - City of South Bend, Welcome to the South Bend Open Data Portal. Freely accessible and transparent municipal data from the City of South .... 2013 City of South Bend Indiana., yes 
Indiana, http://www.in.gov/gis/datashare.htm, GIS: Data Sharing - State of Indiana, Indiana has created a model for the nation of how to share and distribute state and local data sets. This benefits Hoosiers by saving substantial tax payer funds��..., yes 
Indiana, http://www.in.gov/itp/, Transparency: ITP - State of Indiana, The Indiana Transparency Portal (ITP) is designed to give you the Indiana ... In this portal users will find data on economic development projects that IEDC��..., yes 
Indiana, http://www.libraries.iub.edu/index.php?pageId=1002181, Union List of Sanborn Maps - Indiana University Libraries, Aug 30 2013 ... A 2011 IndianaView grant funded the archiving of the digital maps on the Indiana Spatial Data Portal. Most pre1923 maps have been digitized��..., yes 
Iowa, http://www.idph.state.ia.us/DWH/, IDPH Data Warehouse - Iowa Department of Public Health, Due to the launch of the new Public Health Tracking portal the current Data Warehouse will no longer be available as of November 1 2013. Access to the��..., yes 
Iowa, https://www.educateiowa.gov/data-reporting/iowa-education-portal-information, Iowa Education Portal Information | Iowa Department of Education, Data & Reporting ... The Iowa Education Portal continues its rollout for educators in Iowa and will provide one common location for Department of Education��..., yes 
Iowa, http://www.govtech.com/policy-management/Iowa-Voter-Data-Portal-Real-Time-View.html, Iowa Voter Data Portal Offers Real-Time View, Apr 5 2012 ... Iowa Voter Data Portal Offers RealTime View. Election Day information simplifies voting process and illuminates voter activity. by Noelle Knell��..., yes 
Iowa, https://iris.iowa.gov/, Iowa Immunization Registry Information System .. [Portal Main Page], Welcome to Iowa's Immunization Registry Information System (IRIS)! Posted on 11/24/2010. If you are an authorized user please login using your unique��..., yes 
Iowa, http://iconsortium.subst-abuse.uiowa.edu/webportal/data_sets.htm, Iowa PIC Web Portal -- Data Sets, For assorted government statistics: www.fedstats.gov. US Census Bureau data archives: www.census.gov. US Bureau of Labor Statistics: www.bls.gov, yes 
Iowa, http://www.igsb.uiowa.edu/nrgislibx/, Welcome to the NRGIS Library - Iowa Geological and Water Survey ..., Iowa Geological and Water Survey �� Iowa DNR ... Countywide Data. Data available by County �� Data available by ... Regional Iowa Data. Data Available by Iowa��..., yes 
Iowa, https://www.environmental.iowadot.gov/LogIn.aspx, (OLE) GIS Project Portal - Iowa Department of Transportation, Map graphic and text data in a webbased Geographic Information System (GIS) are representations or copies of original data sources and are provided to��..., yes 
Iowa, http://www.iowadot.gov/gis/default.htm, Geospatial Technologies - Iowa Department of Transportation, 2012 GIMS data is available in shapefile format �� 2012 Trails in shapefile format �� 20142018 Program Management (5 Year) in shapefile and KMZ formats �� 2011��..., yes 
Iowa, http://www.governing.com/news/politics/gt-iowa-voter-data-portal-with-real-time-view.html, Iowa Counties Use Voter Data Portal With Real-Time View - Governing, Apr 6 2012 ... Cerro Gordo County built a precinct election management system that is now used by more than 50 Iowa counties. Constructed by internal IT��..., yes 
Iowa, https://www.iowagisdata.org/, Welcome to iowagisdata.org!, IowaGISData.org is developed and sponsored by the Iowa Counties Information ... as well as other agencies to share GIS data for emergency management and��..., yes 
Kansas, https://data.kcmo.org/, Open Data | data.kcmo.org, Federated Domains. icon This site only; icon data.mo.gov ... 2012 City of Kansas City Mo. Legal Notice �� Privacy �� Contact Us �� Powered by Socrata., yes 
Kansas, http://www.ipsr.ku.edu/ksdata/ksah/portal.shtml, Kansas Data Portal - Institute for Policy & Social Research - The ..., This portal will allow you to explore the data in the Kansas Data Archive. Menus and links below will let you switch from map trend graph (link in each county��..., yes 
Kansas, http://cfakc.tumblr.com/post/48864799701/open-data-in-kansas, Open Data in Kansas - Code for America: Team Kansas City, Open Data in Kansas By Andrew Hyder Kansas City is serious about becoming the ... As Kansas City Missouri has also recently put online an open data portal��..., yes 
Kansas, https://data.mo.gov/Agriculture/Kansas-City-Farmer-s-Markets/7y25-ms5b, Kansas City Farmer's Markets - State of Missouri Data Portal, Nov 26 2013 ... Kansas City Farmer's Markets .... The Socrata Open Data API (SODA) allows software developers to access data hosted in Socrata data sites��..., yes 
Kansas, http://www.ksde.org/default.aspx?tabid=54, User Log In - Kansas State Department of Education, ... Tiered System of Supports (MTSS) �� Kansas Parent Information Resource Center �� Kansas Technical Assistance System Network (TASN) �� Data and Reports��..., yes 
Kansas, https://www.data.gov/open-gov/, Open Government | Data.gov, Since his first full day in office President Obama has prioritized making government more open and accountable and has taken substantial steps to increase��..., yes 
Kansas, http://www.codeforamerica.org/cities/kansascity/, Kansas City | Code for America, In 2013 Kansas City Missouri put its open data portal online and Kansas City Kansas passed a resolution to begin doing the same. Also in 2013 the Code for��..., yes 
Kansas, http://www.socrata.com/blog/data-action-qa-kansas-city-missouri/, Data in Action: Q&A with Kansas City Missouri - Socrata, Feb 6 2014 ... 2) How long did it take Kansas City to get from no performance data to where you are .... Raleigh NC Wins National Award for Open Data Portal., yes 
Kansas, http://www.socrata.com/pages/open-data-headlines-socrata-april-2013/, Open Data Headlines @ Socrata | April 2013 - Socrata Inc., Kansas City Mo. made a bold statement when it launched its new open data portal offering multiple views of just one data set. Many successful portals started��..., yes 
Kansas, http://www.kansas.gov/employee/, State of Kansas Employee Service Center - Kansas.gov, Kansas Photos ... in order to ensure the integrity of employee data we made the decision to expire ... Send employee portal comments to EMPPortal@da.ks.gov��..., yes 
Kentucky, http://cpe.ky.gov/info/, Kentucky Postsecondary Education Data Portal - Council on ..., The Kentucky Council on Postsecondary Education maintains a wide range of research and data from postsecondary institutions across Kentucky and this page��..., yes 
Kentucky, http://kygeonet.ky.gov/geographicexplorer/, Kentucky Geography Network :: Geoportal, The Kentucky Geoportal is an awardwinning Data Clearinghouse that provides easy and convenient ways to discover and share geospatial data resources., yes 
Kentucky, http://kygeonet.ky.gov/, Kentucky Geography Network, Kentucky's GIS users now have another base map option that focuses primarily on ... of the Kentucky Geoportal to locate maps and geographic data content for a��..., yes 
Kentucky, http://data.louisvilleky.gov/, Data Portal | LouisvilleKy.gov: Search & Browse Datasets and Views, Louisville KY OpenData  About the Data. Louisville Metro Government is committed to increasing the openness and transparency of government. See our new��..., yes 
Kentucky, http://kgs.uky.edu/kgsmap/KGSGeoPortal/KGSGeoPortal.asp, KGSGeoPortal - Kentucky Geological Survey - University of Kentucky, Instructions. Use the links below to open a map or data service to the displayed map extent: Data searches yield tabular results and on large areas may yield��..., yes 
Kentucky, http://www.uky.edu/KGS/gis/kgs_gis.html, KGS GIS Data - University of Kentucky, Jan 13 2005 ... Geospatial Data Library. The Kentucky Geological Survey and other state and federal agencies have electronic maps and GIS data that you��..., yes 
Kentucky, http://data.lexingtonky.gov/, Lexington's Open Data Portal: LexingtonKy.gov, Welcome to Lexington's open data portal a collaborative effort between LFUCG and the community. Our mission is to promote the openness transparency and��..., yes 
Kentucky, http://kentucky.gov/education/Pages/default.aspx, Kentucky.gov Education, School Improvement provides a datadriven researchbased framework for defining goals and objectives for improving student ... Virtual Library Portal for Kids., yes 
Kentucky, http://www.kypvas.com/, Kentucky Property Valuation Administrators - Your One Stop Portal ..., Welcome to Kentucky Assessors! Kentucky Assessors is your doorway to all Kentucky County websites for online Parcel Tax & GIS Data. Search parcel data��..., yes 
Kentucky, http://www.lanereport.com/29372/2014/02/kentucky-transportation-cabinet-launches-datamart-web-portal/, Kentucky Transportation Cabinet launches 'DataMart' Web portal, Feb 7 2014 ... A new Web portal Kentucky Transportation Cabinet DataMart puts a wealth of ... ���We're excited to launch our Data Mart�۝ said Transportation��..., yes 
Louisiana, http://egis3.lacounty.gov/dataportal/, LA County GIS Data Portal - Los Angeles County Enterprise GIS, The LA County GIS Data Portal is the place to search for and download GIS data created maintained licensed and stored by the County of Los Angeles. Please��..., yes 
Louisiana, http://egis3.lacounty.gov/dataportal/tag/gis-data/, GIS Data | Los Angeles County GIS Data Portal, Updated December 2013. LA City Council Districts as adopted by Final Ordinance 2012 No. 182168. This data was provided by the City of Los Angeles., yes 
Louisiana, http://www.socrata.com/newsroom-article/city-of-los-angeles-launches-new-open-data-portal/, City of Los Angeles Launches New Open Data Portal - Socrata, Dec 5 2013 ... Los Angeles City Controller Ron Galperin and open data solutions company ... an open data and financial transparency portal ControlPanel LA., yes 
Louisiana, http://www.esri.com/news/arcwatch/0111/feature.html, Port of Los Angeles Unifies Operations with Data Portal - Esri, The IT division knew that a simple intranet data portal combined with the police ... A significant portion of data at the Port of LA is dynamic information not just��..., yes 
Louisiana, http://map.la.gov/, LouisianaMap - Louisiana's Geospatial Portal-L03, May 19 2011 ... LouisianaMAP is the official mapping portal for Louisiana government. With this ... The geographic data available from this site is managed and��..., yes 
Louisiana, http://www.louisianasiteselection.com/gis-data-download.aspx, Louisiana GIS Data Download - Louisiana Site Selection Center, Geospatial Data Download Portal. biologic. Get Entire Folder (8.73 MB) �� Metadata �� Geodatabase (8.68 MB). Name Link Size in KB. Marsh Vegetation Types��..., yes 
Louisiana, http://www.theatlanticcities.com/housing/2013/10/neighborhood-data-portal-every-city-needs/7291/, The Neighborhood Data Portal Every City Needs - The Atlantic Cities, Oct 18 2013 ... As the open data movement has matured public citywide vital stats have ... Just a sampling of the dozens of metrics via the portal from the L.A.��..., yes 
Louisiana, https://data.cityofchicago.org/, Data Portal: City of Chicago, Current police beat boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However to view or use the files outside of��..., yes 
Louisiana, http://www.qpublic.net/la/Louisiana-map.html, Louisiana Tax Assessors - Your One Stop Portal to ... - qPublic, Welcome to Louisiana Assessors! Louisiana Assessors is your doorway to all Louisiana Parish websites for online Parcel Tax & GIS Data. Search parcel data��..., yes 
Louisiana, https://controllerdata.lacity.org/, Open Data: Los Angeles, With billions of gigabytes of data created every day we have a historic opportunity ... And for the City of Los Angeles Smart Data starts here: at ControlPanel LA., yes 
Maine, https://gateway.maine.gov/cognos/cgi-bin/cognosisapi.dll?b_action=cognosViewer&ui.action=run&ui.object=%2Fcontent%2Ffolder%5B%40name%3D'CDC%20EOHP%20EPHT%20AVR'%5D%2FreportView%5B%40name%3D'Maine%20Environmental%20Public%20Health%20Tracking%20(EPHT)%20Network%20-%20Public%20Data%20Portal'%5D&cv.header=false&cv.toolbar=false, Data Portal - Maine.gov, Maine Tracking Network. A partner in the ... Public Data Portal ... View health and environmental data for selected environmental hazards and health effects., yes 
Maine, https://data.mainepublichealth.gov/tracking/portal-content, About the Data Portal - Maine Center for Disease Control & Prevention, Since launching in 2009 with just a few topics the Maine Tracking Network data portal has continued to expand and now includes the topics listed below., yes 
Maine, https://data.mainepublichealth.gov/tracking/home, Your Connection to Maine Environmental Public Health Data ..., Go to the Maine Tracking Network data portal to: View health and environmental data; Search for health and environmental data for your county or public health��..., yes 
Maine, http://www.neracoos.org/realtime_map, Real-Time Data Portal | Northeastern Regional Association of ..., RealTime Data Portal ... Gulf of Maine Buoys Long Island Sound ... Due to atmospheric or other conditions latest data may not always be available. NOTICE:��..., yes 
Maine, http://www.gulfofmaine-census.org/data-mapping/data-and-mapping-portal/, Data and Mapping Portal �� Gulf of Maine Census, Welcome to the data and mapping portal for the Gulf of Maine Census. Here you can explore download and map biological and physical data from multiple��..., yes 
Maine, http://www.gulfofmaine-census.org/data-mapping/, Data & Mapping �� Gulf of Maine Census, Mapping technology is likewise an invaluable tool for synthesis analysis and visualization of research data. Our data and mapping portal the Biogeographical��..., yes 
Maine, http://www.hidinc.com/mainepmp, Health Information Designs LLC. �� Maine PMP, This upgrade will cause a change in the current format of the weekly data report that ... Information Designs' Maine Prescription Monitoring Program Web Portal., yes 
Maine, http://click.portlandmaine.gov/gisportal/, City of Portland  Maine - City of Portland GIS, City of Portland Maine Web Apps �� PDF Maps �� Mobile Apps ... 2012 Page 2 > �� Complete City of Portland Demographics �� Portlandmaine.gov �� Portland��..., yes 
Maine, http://www.nebhe.org/wp-content/uploads/Maine_Statewide_Longitudinal__Data_System.ppt, Maine Education Data Management System - New England Board ..., Design develop and implement a longitudinal data system that stakeholders can ... Data Dictionary (F); Single Signon Portal (F); Data Warehouse ��� PreK20 (F)��..., yes 
Maine, http://www.mainequalitycounts.org/image_upload/Maine%20PCMH%20Pilot%20Reports%20Portals%20Summary_06.13.pdf, Practice Report and Portal Summary - Maine Quality Counts, Maine PCMH Pilot Portals & Reports. Report/. Portal. MAPCP RTI Portal ... MaineCare Health Homes initiative ... Centered Medical Home Data Collection and., yes 
Montana, http://gisportal.msl.mt.gov/, Montana GIS Portal, Montana's primary catalog of GIS data. Find Data You Need. Advanced Search. Search Tips. FAQ. Publish ... Metadata Writing Guide �� Portal Metadata Standard��..., yes 
Montana, http://nris.mt.gov/gis/, Montana Geographic Information Clearinghouse - Natural Resource ..., Please visit the new Montana State Library Geographic Information website: ... This is our new search interface for data available in the Montana GIS Portal., yes 
Montana, http://cadastral.mt.gov/, Montana Cadastral Data, Disclaimer: The Montana State Library (MSL) provides this product/service for informational purposes only. MSL did not produce it for nor is it suitable for legal��..., yes 
Montana, https://geoinfo.montanastatelibrary.org/, Geographic Information - Montana State Library, Through federal tribal state and local interagency data coordination and partnerships. MSL develops and maintains an extensive collection of Montana's��..., yes 
Montana, https://geoinfo.montanastatelibrary.org/data/msdi/, Montana Spatial Data Infrastructure (MSDI) | Geographic Information, The Montana Spatial Data Infrastructure consists of digital statewide spatial data themes vetted through the Montana State Library with the advice of the��..., yes 
Montana, http://geoinfo.montanastatelibrary.org/applications/, Applications - Geographic Information - Montana State Library, Montana GIS Portal ... index of metadata files that may be used with Geographic Information System software to make maps or analyze locationbased data., yes 
Montana, http://geoinfo.montanastatelibrary.org/data/aerialphotos/, Aerial Photographs of Montana | Geographic Information, Web Changes �� Home �ۼ Data �ۼ Aerial Photographs of Montana ... Transportation.  Wetlands. Data.  GIS Data List.  Montana GIS Portal.  Web Services., yes 
Montana, http://geoinfo.montanastatelibrary.org/geography/water/nhd/, Montana's National Hydrography Dataset | Geographic Information, Go to the Montana NHD Data Download Page . Additionally web map services are available for the NHD and watershed boundary dataset here: GIS Portal Web��..., yes 
Montana, https://itunes.apple.com/us/app/cencoos-data-portal-mobile/id443908044?mt=8, CeNCOOS Data Portal Mobile on the App Store on iTunes, Nov 21 2011... CeNCOOS Data Portal Mobile on the App Store. Download CeNCOOS Data Portal Mobile and enjoy it on your iPhone iPad and iPod touch., yes 
Montana, http://www.nrcs.usda.gov/wps/portal/nrcs/main/mt/snow/, Montana Snow Survey Program - Natural Resources Conservation ..., The NRCS Snow Survey Program provides mountain snowpack data and streamflow forecasts for the western United States. Common applications of snow��..., yes 
Nebraska, http://www.northeastoceandata.org/, Northeast Ocean Data Portal | Maps and data for ocean planning in ..., Maritime Commerce. Energy. Recreation. Commercial Fishing. Aquaculture. Fish. Marine Mammals & Sea Turtles. Other Marine Life. Data Explorer��..., yes 
Nebraska, http://www.nebraskamap.gov/, NebraskaMAP Nebraska GeoPortal, State of Nebraska Government Web Site ... Likewise data providers can use the geoportal to make their geospatial resources discoverable viewable and��..., yes 
Nebraska, https://portal.education.ne.gov/, Portal: Nebraska Department of Education, The NonPublic Curriculum Reporting System is located under the Data Collections tab in the Portal. All NonPublic Systems must report. Audit window is March 1��..., yes 
Nebraska, http://data.publichealthne.org/, PHAN - Public Health Association of Nebraska, Welcome to the new Data Portal for the Public Health Association of Nebraska (PHAN). Please familiarize yourself with the data and watch this space for new��..., yes 
Nebraska, http://www.nebraska.gov/data.html, Nebraska Government - State of Nebraska, Nebraska State Data brought to YOU the citizens of Nebraska the information that matters most. Are you one of our government partners? A citizen with ideas��..., yes 
Nebraska, http://www.nebraska.gov/subscriber/, Nebraska.gov Subscriber - State of Nebraska, New to subscriber portal? Home �� How to ... Nebraska.gov provides services that simplify how you conduct business and interact with the State of Nebraska., yes 
Nebraska, http://www.nebraska.gov/policies.html, Security Accessibility and Privacy Policies - State of Nebraska, The State of Nebraska is committed to ensuring the integrity and security of the ... Data gathered through the state's official web site or through portals or data��..., yes 
Nebraska, http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1313&context=libraryscience, geospatial data portals: librarians add expertise in the development ..., Oct 1 2010 ... In the development of NebraskaMAP a statewide geospatial data ... and display capabilities of this geospatial data portal's metadata catalog., yes 
Nebraska, http://digitalcommons.unl.edu/libraryscience/297/, GEOSPATIAL DATA PORTALS: LIBRARIANS ADD EXPERTISE IN ..., This paper describes the process of building a statewide geospatial data portal in Nebraska and how the UNL Libraries contributed to the organization of the��..., yes 
Nebraska, http://serc.carleton.edu/NAGTWorkshops/gis/state_resources.html, State GIS Resources - SERC, Dec 15 2013... tabular and vector data via state clearinghouses university libraries and ... Mississippi Missouri Montana Nebraska Nevada New Hampshire��..., yes 
Nevada, http://sensor.nevada.edu/, Nevada Climate Change PortalWeb CamerasNevada Climate Change Portal - Nevada System of Higher EducationContact UsExplore NevadaData ResourcesThe Project, As the name implies the Nevada Climate Change Project is focused on collecting climate change data as it relates to the State of Nevada. Detailed information��...Web Cameras. Site Camera Thumbnail. Sheep Range Creosotebush:.The Nevada Climate Change Project is dedicated to advancing not only the frontiers of ... To this end a number of educational materials are made available that��...Contact Us �� Home ... Contact. The Nevada Climate Change Project is dedicated to scientific collaboration and public��...Explore Nevada. EPSCoR. Data analysis visualization. ... The Nevada Climate Change Portal has been designed to use the latest web technology: HTML 5.Data Resources. The Nevada Climate Change Project is focused on collecting��...The Project. Nevada Infrastructure for Climate Change Science Education��..., yes 
Nevada, http://digitalscholarship.unlv.edu/cgi/viewcontent.cgi?filename=0&article=1005&context=climate_change&type=additional, Nevada Climate Change Portal - Digital Scholarship@UNLV, Climate Data: The Nevada Climate. Change Portal. Presented by Sergiu Dascalu. University of Nevada Reno. Nevada Cyberinfrastructure Group. Las Vegas��..., yes 
Nevada, http://digitalscholarship.unlv.edu/cgi/viewcontent.cgi?article=1066&context=focs_ug_research, Adaptation of the Nevada Climate Change Data Portal web interface ..., Seeks to advance the quality and quantity of climate information pertaining to the state of Nevada. �ۢ Contains temperature and other measurement datapoints., yes 
Nevada, http://www.diversifynevada.com/data-library, Diversify Nevada - Data Library, Economic Indicator Data. Nevada Economic highlights. 2.8Million 2012. 1.0% vs. prior period. 1.2Million DECEMBER 2013. 1.2% vs. prior period. $3.7Billion��..., yes 
Nevada, http://www.cse.unr.edu/~dascalus/ITNG2013_IG.pdf, Web Portal Usability Tests for the Nevada Climate Change Portal, in Figure 1 to deliver data about Nevada's environment to users through a web ... web portal in order to help guide developers to create a more useful and more��..., yes 
Nevada, https://bighorn.doe.nv.gov/, Bighorn: Home, Bighorn Portal. Message Center. If you have a Bighorn account but do not have access to the Nevada Growth Model website please complete a Bighorn ... This discussion thread is about the SAIN data collection and integration processes., yes 
Nevada, http://www.lasvegasnevada.gov/business/, Business (Official City of Las Vegas Web Site), Open Data Portal ... of Commerce; Women's Chamber of Commerce; Nevada Development Authority ... 333 N. Rancho Drive Las Vegas NV 89106 (Map), no 
New Hampshire, http://www.nh.gov/epht/ehdin/, Environmental Health Data Portal New Hampshire ... - NH.gov, The Environmental Health Data Portal is NH's environmental public health tracking system. Is portal provides data about environmental hazards exposures and��..., yes 
New Hampshire, https://www.nh.gov/epht/, New Hampshire Environmental Public Health Tracking Program, Feb 4 2014 ... NH Environmental Public Health Tracking Program. Home �� About Us �� Environmental Health Data Portal �� National Environmental Public��..., yes 
New Hampshire, http://education.nh.gov/data/index.htm, Data and Records | NH Department of Education, The Department has a significant number of data collection efforts in place to report ... Department of Education  an official New Hampshire Government website ... many of these data systems through the Department's web portal myNHDOE., yes 
New Hampshire, http://www.nh.gov/epht/health/, Health Effects New Hampshire Environmental Public ... - NH.gov, ... Health Data Portal �� National Environmental Public Health Tracking Network ... indicators for New Hampshire are available on the NH EPHT Web Portal., yes 
New Hampshire, http://en.wikipedia.org/wiki/Portal:New_Hampshire, Portal:New Hampshire - Wikipedia the free encyclopedia, New Hampshire is a state in the New England region of the northeastern United States. The state ranks 46th of the 50 states in land area and 41st in population., yes 
New Hampshire, http://www.courts.state.nh.us/e-court/, New Hampshire Judicial Branch - AOC, ePortal is the capability for the public and litigants to access court files and court ... eData Exchanges is the electronic transmission of data between agencies��..., yes 
New Hampshire, https://newhampshire.magellanmedicaid.com/, State of New Hampshire | Web Portal | Main, Latest News. New Hampshire Medicaid has made some changes to the Preferred Drug List that will be effective on September 4 2013. Please see the Preferred��..., yes 
New Hampshire, https://nhchis.com/, New Hampshire Comprehensive Health Care Information System, The New Hampshire Comprehensive Health Care Information System (CHIS) was created by NH state statute to make health care data available as a resource��..., yes 
New Hampshire, https://nhchis.com/NH/DataSubmission/FrequentlyAskedQuestion, Frequently Asked Questions - New Hampshire Comprehensive ..., The details of problems associated with the data can be viewed by logging onto the secure online portal and looking at the entries associated with that��..., yes 
New Hampshire, http://www.nrcs.usda.gov/wps/portal/nrcs/main/nh/soils, Information on New Hampshire Soils - Natural Resources ..., Soil Data Mart (Soil Properties and Interpretations); New Hampshire Soil Data (Important Farmland data and selected Soil Properties by county. Image of Marlow��..., yes 
New Jersey, http://www.nj.gov/njbusiness/, NJ Business Portal | Home - State of New Jersey, Under Governor Christie's leadership New Jersey has once again become an attractive place to do business. From Fortune 500 firms to small and��..., no 
New Jersey, https://www.njportal.com/njsp/alcotest/, Alcotest Inquiry System - State of New Jersey, Alcotest Inquiry is available to anyone who registers for an account. Potential users include attorneys pro se filers government agencies trustees data��..., yes 
New Jersey, http://www.state.nj.us/dep/gis/, NJDEP GIS - State of New Jersey, Nov 25 2013 ... Hot Topics Data News & Updates Get Hot Topics ... statewide: nj home | services A to Z | departments/agencies | FAQs �� Environmental Digital��..., yes 
New Jersey, http://www.app.com/section/DATA/DataUniverse, DataUniverse | The Asbury Park Press NJ | app.com, Search New Jersey and U.S. public records for data on government spending and payrolls schools ... DataUniverse is your portal to public government data., yes 
New Jersey, http://datamine2.state.nj.us/dep/DEP_OPRA/index2.html, NJDEP-Dataminer-Open Public Records Act, Jan 10 2014 ... Welcome to the New Jersey Department of Environmental Protection's online reports portal NJDEP Data Miner. Within you will find a variety of��..., yes 
New Jersey, http://www.mcatoolkit.org/Resources/US_State_Maps/Maps_New_Jersey.html, New Jersey Maps - Marine Conservation Agreements, State Data Management: The New Jersey Office of GIS serves as the state ... Network (NJGIN) serves as the primary portal for public access to geospatial data., yes 
New Jersey, https://njgin.state.nj.us/, New Jersey Geographic Information Network, Road Centerlines of New Jersey New Jersey State Plane... New Jersey 2013 ... New Jersey Road Centerlines Data Updated January 31st 2014 �� ArcGIS 10.2��..., yes 
New Jersey, http://newjersey.hometownlocator.com/nj/hunterdon/west-portal.cfm, West Portal NJ - New Jersey Gazetteer, West Portal Populated Place Profile with maps aerial photos schools hospitals ... Location: Hunterdon County NJ FID: 881725 Latitude: 40.662322998 Longitude: ... BIG Map | Driving Directions | Data Source  USGS GNIS FID: 881725., no 
New Jersey, http://www.sunviewer.net/portals/NJNG/, New Jersey National Guard - SunViewer.net, Sunviewer��� portal for the New Jersey National Guard green energy project. Heliotronics Sunviewer.net��� web portals and SunTouch��� kiosks display live data��..., yes 
New Jersey, http://portal.hud.gov/hudportal/HUD/states/new_jersey, HUD in New Jersey, Featured Local News. Friday January 10 2014. HUD Awards Nearly $500000 to 9 New Jersey Public Housing Authorities to Promote Family SelfSufficiency., yes 
New Mexico, http://www.prweb.com/releases/2013/11/prweb11288761.htm, Paladin Data Systems Announces NewMARC Portal Awarded the ..., Oct 31 2013 ... Paladin Data Systems Announces NewMARC Portal Awarded the New Mexico Infrastructure Finance Conference's 2013 Best Practice Award��..., no 
New Mexico, http://sunshineportalnm.com/, New Mexico Sunshine Portal, Mar 30 2011 ... Come back often to see new reports enhanced features and fresh data! How do I use the Sunshine Portal? To jumpstart your search click on��..., yes 
New Mexico, http://landstatus.nmstatelands.org/GISDataDownLoadnew.aspx, New Mexico State Land Office - Enterprise Data, These data are produced and maintained by the New Mexico��..., yes 
New Mexico, http://octane.nmt.edu/, Go Tech, GOTECH is up and running at a new location. ... if you have a request regarding the data that is normally available on this site from the New Mexico State Land��..., yes 
New Mexico, http://www.stateintegrity.org/new_mexico_governor_susana_martinez_sunshine_portal_employee_data, New Mexico announces overhaul of Sunshine Portal employee data, Governor Susana Martinez announced today that her administration has completed an overhaul of the New Mexico Sunshine Portal which now displays the��..., yes 
New Mexico, https://nmtracking.org/, Welcome to New Mexico Environmental Public Health Tracking, Find maps of New Mexico Counties Health Regions and Legislative House and ... Access state data and create maps charts and tables on the public portal., yes 
New Mexico, http://nmepscor.org/, nmepscor.org |, Data Portal ... New Mexico's Experimental Program to Stimulate Competitive Research ... NM EPSCoR is also cultivating a wellqualified Science Technology��..., yes 
New Mexico, https://ibis.health.state.nm.us/resources/Injury_Portal.html, NM-IBIS - New Mexico Injury Portal, Sep 14 2013 ... This page provides links to documents and resources for injury data in New Mexico. Click on a blue bar to expand it to see the content., yes 
New Mexico, http://smiley.nmsu.edu/SparcWebsite/sparcgisresources.htm, GIS Resources - New Mexico State University, GIS Resources. Internet Mapping Resource and Data Portal. This portal provides access to Currently Supported data downloads and Internet Mapping Services., yes 
